"","SRR16497780","SRR16497781","SRR16497782","SRR16497783","SRR16497784","SRR16497785"
"ENSG00000003509",56.7369583892636,53.3127547807035,81.1594133799918,76.6028794096416,61.5423187248193,83.6717143835589
"ENSG00000003756",612.759150604047,595.325761717856,701.999305513068,647.864777985799,723.961458453784,700.635674288702
"ENSG00000003987",7.09211979865795,30.4644313032591,6.51644924948839,17.9283334788523,5.59475624771085,10.1141632771335
"ENSG00000003989",49.6448385906057,12.6935130430246,24.8809880435011,12.2238637355811,23.4979762403856,16.5504489989457
"ENSG00000004059",587.227519328879,939.319965183823,592.404477226218,586.745459307893,723.961458453784,582.943592518421
"ENSG00000004139",543.256376577199,284.334692163752,400.465426604923,335.748790603961,539.334502279326,217.914245152785
"ENSG00000004142",743.254154899353,654.985273020071,677.710721946793,739.136293878138,800.050143422651,1027.96677671229
"ENSG00000004399",8033.95330791973,2982.97556511079,4944.80017140724,3979.27510805617,5920.37106132762,2763.0055134351
"ENSG00000004455",1283.67368355709,790.805862580435,881.497862112612,1189.78940359656,1227.48952074776,1161.28983809269
"ENSG00000004468",24.113207315437,41.8885930419813,15.4025164078817,24.4477274711622,14.5463662440482,10.1141632771335
"ENSG00000004478",439.711427516793,298.297556511079,364.328753494124,513.402276894407,454.294207314121,707.071960010514
"ENSG00000004487",815.593776845665,562.322627805992,975.097769514354,995.022508076302,1114.475444544,961.764980716512
"ENSG00000004534",431.200883758404,472.198685200517,595.366499612349,510.142579898252,519.193379787567,466.170980136971
"ENSG00000004660",85.1054375838954,148.514102603388,154.617568556043,119.793864608695,156.653174935904,168.262898155948
"ENSG00000004700",103.544949060406,184.055939123857,190.754241666842,206.99075925584,203.649127416675,266.646122760792
"ENSG00000004766",150.352939731549,220.867126948629,249.994689389464,213.51015324815,218.195493660723,235.384163540561
"ENSG00000004776",36.8790229530214,2.53870260860493,4.14683134058352,2.44477274711622,5.59475624771085,1.83893877766063
"ENSG00000004777",146.097667852354,64.7369165194257,159.356804373853,60.3043944288668,164.485833682699,55.168163329819
"ENSG00000004779",127.658156375843,151.052805211993,183.645387940127,131.202804095237,211.48178616347,246.417796206525
"ENSG00000004799",19.8579354362423,6.34675652151232,1.77721343167865,4.88954549423244,1.11895124954217,0
"ENSG00000004809",7.09211979865795,2.53870260860493,1.18480895445244,4.88954549423244,2.23790249908434,0
"ENSG00000004838",18.4395114765107,15.2322156516296,2.96202238613109,14.6686364826973,17.9032199926747,3.67787755532127
"ENSG00000004846",7.09211979865795,27.9257286946542,2.36961790890487,8.14924249038741,3.35685374862651,1.83893877766063
"ENSG00000004848",5.67369583892636,3.80805391290739,3.55442686335731,29.3372729653947,8.95160999633736,2.75840816649095
"ENSG00000004864",75.1764698657743,123.127076517339,224.521296868736,267.295153684707,258.477738644241,260.20983703898
"ENSG00000004866",4.25527187919477,29.1950799989567,30.2126283385371,46.4506821952082,29.0927324880964,52.4097551633281
"ENSG00000004897",235.458377315444,350.34095998748,386.84012362872,308.041366136644,262.95354364241,479.043551580595
"ENSG00000004939",39.7158708724845,10.1548104344197,1.18480895445244,1.62984849807748,3.35685374862651,0
"ENSG00000004948",9.92896771812113,6.34675652151232,10.0708761128457,1.62984849807748,7.83265874679519,1.83893877766063
"ENSG00000004961",43.9711427516793,74.8917269538454,118.480895445244,117.349091861579,110.776173704675,134.242530769226
"ENSG00000004975",426.945611879209,586.440302587738,565.746275751038,559.852959089615,685.91711596935,771.434817228636
"ENSG00000005001",18.4395114765107,10.1548104344197,0,4.0746212451937,3.35685374862651,0.919469388830317
"ENSG00000005007",1346.08433778528,1105.60498604745,975.69017399158,943.682280386862,1274.48547322853,1130.02787887246
"ENSG00000005020",22.6947833557055,12.6935130430246,72.8657506988248,7.33431824134867,30.2116837376386,9.19469388830317
"ENSG00000005022",619.851270402705,569.938735631806,890.383929271005,955.906144122443,905.231560879615,1214.61906264485
"ENSG00000005059",133.33185221477,97.7400504312897,136.845434239256,77.4178036586804,118.60883245147,105.738979715486
"ENSG00000005075",110.637068859064,152.322156516296,151.655546169912,121.423713106772,153.296321187277,213.316898208634
"ENSG00000005100",323.400662818803,170.09307477653,354.850281858504,299.077199397218,512.479672290313,321.814286090611
"ENSG00000005102",2.83684791946318,8.88545913011725,0.592404477226218,2.44477274711622,0,0
